step,test_acc,mask_ratio,pl_quality,reinforcement_ratio,corrections_ratio,time_elapsed
0,0.1316,1.0,0.0013478260869565217,,,27.155067682266235
500,0.1,0.9170359425575199,0.23380434782608694,0.026402640264026403,1.5185185185185186,55.99205732345581
1000,0.0998,0.7561255050599575,0.3408478260869565,0.19084269221707376,1.7145784543325526,82.53210115432739
1500,0.1617,0.8035966044664383,0.4920217391304348,0.9777555611097226,2.2662053896576837,109.0719313621521
2000,0.2719,0.8321720297336579,0.6048478260869565,1.8932655654383737,2.8997071742313323,135.64452600479126
2500,0.448,0.8579370700120926,0.6658260869565218,2.5376116240351143,1.8681522748375117,162.26663160324097
3000,0.5725,0.8454074621200561,0.709391304347826,3.0761612021857925,1.6931857488758215,188.89517974853516
3500,0.6526,0.8218898375034333,0.7312391304347826,3.573857196826596,1.3622927180966113,215.5587375164032
4000,0.7045,0.7815860306024551,0.7646304347826087,3.9922802850356294,1.725212464589235,242.18172907829285
4500,0.7446,0.7397124415636063,0.7825,4.409048723897912,1.423274974253347,268.7412796020508
5000,0.7732,0.7175496096611023,0.7948478260869565,5.059384363933533,1.3311953352769679,295.39092111587524
5500,0.7915,0.7262544978857041,0.8041739130434783,5.556024096385542,1.2753530166880616,322.0808279514313
6000,0.8009,0.7195193012952804,0.8099782608695653,5.654878048780488,1.1695238095238096,348.7957909107208
6500,0.8108,0.7081229169368743,0.8139130434782609,6.2853166318719556,1.118378024852845,376.061998128891
7000,0.8162,0.707481236577034,0.8184347826086956,6.714085001756235,1.1484653818700927,402.71958446502686
7500,0.8233,0.7225063772201538,0.8200217391304347,6.7672018348623855,1.0488621151271753,429.28991055488586
8000,0.8275,0.7276346670389175,0.8242826086956522,7.117787504974134,1.1425454545454545,455.9394690990448
8500,0.8329,0.7277164332866669,0.8248043478260869,6.934567369780456,1.016139878950908,482.54972195625305
9000,0.8332,0.7338043106794357,0.8284347826086956,6.96546371750097,1.1226138032305433,509.188560962677
9500,0.8361,0.7444488117694855,0.8308695652173913,7.644179350061703,1.0797720797720798,535.8548831939697
10000,0.8393,0.7235630033016205,0.8321304347826087,7.523064580826314,1.0418470418470418,562.4333128929138
10500,0.8428,0.7276983422040939,0.8370869565217391,7.279454319966929,1.1824,589.0428638458252
11000,0.8433,0.7340829750299454,0.8378260869565217,7.859710653222271,1.0259344012204423,615.6472771167755
11500,0.8448,0.7330627690553665,0.8368260869565217,7.490677966101695,0.9669540229885057,642.1906979084015
12000,0.8465,0.7302042155265808,0.838195652173913,8.05607476635514,1.048238897396631,668.8151252269745
12500,0.8495,0.7458571763038635,0.843195652173913,8.626763574176998,1.1996527777777777,695.6961929798126
13000,0.8513,0.7363273377418518,0.8399347826086957,7.539652745190051,0.8926270579813886,722.3334338665009
