step,test_acc,mask_ratio,pl_quality,reinforcement_ratio,corrections_ratio,time_elapsed
0,0.1316,0.0,0.0,,,27.25449228286743
500,0.1053,0.07882431772106396,0.08444221105527638,,,51.09523940086365
1000,0.1377,0.22932102903723717,0.21995979899497486,2.6290956749672345,1.5714285714285714,72.64638495445251
1500,0.2344,0.2796221677362919,0.304,2.1858316221765914,1.669064748201439,94.0096206665039
2000,0.394,0.3094526614844799,0.3592562814070352,2.273272073511786,1.4724770642201834,115.31583642959595
2500,0.4629,0.33877841877937315,0.4044824120603015,2.3173247954464604,1.688235294117647,136.70990109443665
3000,0.4958,0.3587083438038826,0.44014070351758794,2.4422883907661426,1.7169179229480738,158.04579830169678
3500,0.5147,0.37294224494695666,0.4662914572864322,2.4729772945315,1.5837320574162679,179.3742651939392
4000,0.5334,0.3881969795227051,0.4906130653266332,2.647409733124019,1.6805349182763745,200.73638820648193
4500,0.5484,0.41753315383195877,0.5142311557788944,2.8826952526799388,1.8246951219512195,222.09196782112122
5000,0.562,0.43165247213840485,0.5327437185929649,2.872019317838817,1.5809523809523809,243.54224944114685
5500,0.574,0.4358645932674408,0.5465527638190955,2.7975587972610896,1.4056847545219637,265.10982489585876
6000,0.5854,0.44790436649322507,0.5598994974874372,3.0020933014354068,1.4886817576564582,286.44389033317566
6500,0.5955,0.45516667735576627,0.5730854271356783,3.1312910284463893,1.5738636363636365,307.86531496047974
7000,0.6034,0.4731903527379036,0.5826331658291457,2.9731064763995607,1.3645833333333333,329.251380443573
7500,0.6146,0.4761183846592903,0.5935678391959799,3.306598062953995,1.5514705882352942,350.60669469833374
8000,0.6255,0.4805587255358696,0.6056281407035176,3.546692607003891,1.6104575163398693,372.04721689224243
8500,0.6322,0.48206535428762437,0.612321608040201,3.5972684876748833,1.2998760842627013,393.4363136291504
9000,0.6445,0.4960047491192818,0.6213467336683417,3.770230744231394,1.486522911051213,414.79523825645447
9500,0.6534,0.49295361268520355,0.6285427135678392,3.704500330906684,1.3858695652173914,436.1524202823639
10000,0.6593,0.49613637816905976,0.6335276381909548,3.901605024424285,1.2244897959183674,457.50202202796936
10500,0.6665,0.5064195235967636,0.6403819095477387,4.104166666666667,1.3802435723951285,478.86401557922363
11000,0.6712,0.5142339188456535,0.6448241206030151,3.9760026298487836,1.1946902654867257,500.16374921798706
11500,0.6737,0.5162888438105583,0.6488643216080402,3.8624446714334355,1.1967871485943775,521.5810890197754
12000,0.6768,0.5170199027657509,0.6533266331658292,4.331456720619282,1.2387448840381992,543.0127184391022
12500,0.6828,0.5234005869626999,0.6575678391959799,4.273545706371191,1.2202462380300958,564.39510846138
13000,0.6866,0.5278835400342942,0.6624522613065327,4.235016835016835,1.2777053455019556,585.7225153446198
13500,0.6897,0.5253598650097847,0.6636180904522613,4.292426367461431,1.0405092592592593,607.1667575836182
14000,0.692,0.5332187667489052,0.6683417085427136,4.609195402298851,1.2912621359223302,628.5189826488495
14500,0.696,0.5341827831864358,0.6709145728643217,4.291248702870979,1.1434599156118144,649.8907940387726
15000,0.6997,0.5394422532320022,0.6751959798994975,4.354551676933607,1.2490221642764017,671.3411674499512
15500,0.7012,0.5410056998133659,0.6787738693467337,4.4054629301170625,1.2209631728045325,692.6884233951569
16000,0.7062,0.5407793750762939,0.682713567839196,4.609300622482607,1.2741194486983154,714.0548601150513
16500,0.7072,0.5506610046029091,0.6854673366834171,4.808017653549099,1.1659574468085105,735.3915815353394
17000,0.7096,0.5457471784353256,0.6890050251256281,4.649442379182156,1.2378138847858198,756.8311188220978
